year,week,hometeam,awayteam,homescore,awayscore,pointdiff,hwhl,covered,homeline,awayline,predicttotal,actualtotal
2015,1,DEN,BAL,19,13,6,1,1,-4.5,4.5,49.5,32
2015,1,JAC,CAR,9,20,-11,0,0,3,-3,41,29
2015,1,OAK,CIN,13,33,-20,0,0,3.5,-3.5,43.5,46
2015,1,NYJ,CLE,31,10,21,1,1,-3,3,40,41
2015,1,SD,DET,33,28,5,1,1,-3,3,46,61
2015,1,CHI,GB,23,31,-8,0,0,6.5,-6.5,50,54
2015,1,BUF,IND,27,14,13,1,1,2.5,-2.5,46,41
2015,1,HOU,KC,20,27,-7,0,0,-1,1,41,47
2015,1,WAS,MIA,10,17,-7,0,0,3.5,-3.5,43,27
2015,1,SF,MIN,20,3,17,1,1,2.5,-2.5,41.5,23
2015,1,ARI,NO,31,19,12,1,1,-2.5,2.5,47,50
2015,1,DAL,NYG,27,26,1,1,0,-5.5,5.5,51.5,53
2015,1,ATL,PHI,26,24,2,1,1,3,-3,55,50
2015,1,NE,PIT,28,21,7,1,0,-7,7,52,49
2015,1,TB,TEN,14,42,-28,0,0,-3,3,42,56
2015,2,CHI,ARI,23,48,-25,0,0,1.5,-1.5,44.5,71
2015,2,NYG,ATL,20,24,-4,0,0,-2,2,51,44
2015,2,OAK,BAL,37,33,4,1,1,6,-6,43,70
2015,2,PHI,DAL,10,20,-10,0,0,-5.5,5.5,55,30
2015,2,KC,DEN,24,31,-7,0,0,-3,3,43.5,55
2015,2,MIN,DET,26,16,10,1,1,-3,3,44,42
2015,2,CAR,HOU,24,17,7,1,1,-3,3,40.5,41
2015,2,JAC,MIA,23,20,3,1,1,6,-6,41.5,43
2015,2,BUF,NE,32,40,-8,0,0,0,0,45,72
2015,2,IND,NYJ,7,20,-13,0,0,-7,7,47,27
2015,2,CIN,SD,24,19,5,1,1,-3.5,3.5,45.5,43
2015,2,GB,SEA,27,17,10,1,1,-3,3,49,44
2015,2,PIT,SF,43,18,25,1,1,-5,5,44,61
2015,2,NO,TB,19,26,-7,0,0,-10.5,10.5,48.5,45
2015,2,CLE,TEN,28,14,14,1,1,-2.5,2.5,41.5,42
2015,3,DAL,ATL,28,39,-11,0,0,0,0,44,67
2015,3,MIA,BUF,14,41,-27,0,0,-2.5,2.5,44,55
2015,3,SEA,CHI,26,0,26,1,1,-14.5,14.5,45,26
2015,3,BAL,CIN,24,28,-4,0,0,-3,3,44.5,52
2015,3,DET,DEN,12,24,-12,0,0,3.5,-3.5,44.5,36
2015,3,TEN,IND,33,35,-2,0,1,3.5,-3.5,45,68
2015,3,GB,KC,38,28,10,1,1,-6.5,6.5,48,66
2015,3,CAR,NO,27,22,5,1,1,-3,3,45,49
2015,3,CLE,OAK,20,27,-7,0,0,-4.5,4.5,41.5,47
2015,3,NYJ,PHI,17,24,-7,0,0,0,0,47,41
2015,3,MIN,SD,31,14,17,1,1,-3,3,45,45
2015,3,ARI,SF,47,7,40,1,1,-6,6,44,54
2015,3,HOU,TB,19,9,10,1,1,-7,7,40.5,28
2015,3,NYG,WAS,32,21,11,1,1,-4,4,44,53
2015,4,PIT,BAL,20,23,-3,0,0,2,-2,45.5,43
2015,4,TB,CAR,23,37,-14,0,0,3,-3,39.5,60
2015,4,SD,CLE,30,27,3,1,0,-7,7,44.5,57
2015,4,NO,DAL,26,20,6,1,1,-3.5,3.5,47,46
2015,4,SEA,DET,13,10,3,1,0,-10,10,42.5,23
2015,4,SF,GB,3,17,-14,0,0,8.5,-8.5,47.5,20
2015,4,ATL,HOU,48,21,27,1,1,-5,5,46.5,69
2015,4,CIN,KC,36,21,15,1,1,-4,4,44,57
2015,4,DEN,MIN,23,20,3,1,0,-6.5,6.5,43.5,43
2015,4,BUF,NYG,10,24,-14,0,0,-5.5,5.5,47,34
2015,4,MIA,NYJ,14,27,-13,0,0,-1,1,41,41
2015,4,CHI,OAK,22,20,2,1,1,2.5,-2.5,44.5,42
2015,4,WAS,PHI,23,20,3,1,1,3,-3,47.5,43
2015,5,DET,ARI,17,42,-25,0,0,2.5,-2.5,44,59
2015,5,TEN,BUF,13,14,-1,0,1,3,-3,42.5,27
2015,5,KC,CHI,17,18,-1,0,0,-10,10,45.5,35
2015,5,BAL,CLE,30,33,-3,0,0,-6.5,6.5,44,63
2015,5,OAK,DEN,10,16,-6,0,0,5.5,-5.5,43.5,26
2015,5,HOU,IND,20,27,-7,0,0,-1.5,1.5,44.5,47
2015,5,DAL,NE,6,30,-24,0,0,7.5,-7.5,49,36
2015,5,PHI,NO,39,17,22,1,1,-5,5,48,56
2015,5,SD,PIT,20,24,-4,0,0,-3,3,45.5,44
2015,5,CIN,SEA,27,24,3,1,0,-3,3,43,51
2015,5,NYG,SF,30,27,3,1,0,-7,7,43,57
2015,5,ATL,WAS,25,19,6,1,0,-8,8,47.5,44
2015,6,PIT,ARI,25,13,12,1,1,3,-3,44,38
2015,6,NO,ATL,31,21,10,1,1,3,-3,51,52
2015,6,SF,BAL,25,20,5,1,1,3,-3,44,45
2015,6,SEA,CAR,23,27,-4,0,0,-6.5,6.5,42,50
2015,6,DET,CHI,37,34,3,1,1,-2.5,2.5,44,71
2015,6,BUF,CIN,21,34,-13,0,0,-1,1,45,55
2015,6,CLE,DEN,23,26,-3,0,1,4.5,-4.5,42.5,49
2015,6,JAC,HOU,20,31,-11,0,0,0,0,42.5,51
2015,6,IND,JAC,16,13,3,1,0,-8.5,8.5,47,29
2015,6,HOU,JAC,30,6,24,1,1,-6,6,45,36
2015,6,MIN,KC,16,10,6,1,1,-3.5,3.5,44.5,26
2015,6,TEN,MIA,10,38,-28,0,0,-3,3,44.5,48
2015,6,IND,NE,27,34,-7,0,1,7.5,-7.5,55,61
2015,6,PHI,NYG,27,7,20,1,1,-3.5,3.5,50,34
2015,6,GB,SD,27,20,7,1,0,-10,10,50,47
2015,6,NYJ,WAS,34,20,14,1,1,-5.5,5.5,41.5,54
2015,7,TEN,ATL,7,10,-3,0,1,3.5,-3.5,47.5,17
2015,7,ARI,BAL,26,18,8,1,1,-7.5,7.5,48.5,44
2015,7,JAC,BUF,34,31,3,1,1,4,-4,42,65
2015,7,NYG,DAL,27,20,7,1,1,-5,5,45.5,47
2015,7,MIA,HOU,44,26,18,1,1,-5,5,43,70
2015,7,NE,JAC,51,17,34,1,1,-13.5,13.5,48,68
2015,7,DET,MIN,19,28,-9,0,0,2.5,-2.5,44.5,47
2015,7,IND,NO,21,27,-6,0,0,-6,6,52.5,48
2015,7,NE,NYJ,30,23,7,1,0,-10,10,48,53
2015,7,SD,OAK,29,37,-8,0,0,-5,5,47,66
2015,7,CAR,PHI,27,16,11,1,1,-3.5,3.5,46.5,43
2015,7,KC,PIT,23,13,10,1,1,-2,2,43,36
2015,7,SF,SEA,3,20,-17,0,0,4.5,-4.5,41.5,23
2015,7,WAS,TB,31,30,1,1,0,-3.5,3.5,44,61
2015,8,CLE,ARI,20,34,-14,0,0,4.5,-4.5,46,54
2015,8,PIT,CIN,10,16,-6,0,0,1.5,-1.5,48.5,26
2015,8,KC,DET,45,10,35,1,1,-6,6,45.5,55
2015,8,DEN,GB,29,10,19,1,1,2.5,-2.5,46,39
2015,8,CAR,IND,29,26,3,1,0,-6.5,6.5,46,55
2015,8,NE,MIA,36,7,29,1,1,-8,8,51.5,43
2015,8,CHI,MIN,20,23,-3,0,0,2.5,-2.5,42,43
2015,8,NO,NYG,52,49,3,1,0,-3.5,3.5,49,101
2015,8,OAK,NYJ,34,20,14,1,1,0,0,44,54
2015,8,BAL,SD,29,26,3,1,0,-3,3,50,55
2015,8,DAL,SEA,12,13,-1,0,1,5.5,-5.5,40.5,25
2015,8,ATL,TB,20,23,-3,0,0,-7.5,7.5,49,43
2015,8,HOU,TEN,20,6,14,1,1,-4.5,4.5,43.5,26
2015,9,SF,ATL,17,16,1,1,1,4,-4,45,33
2015,9,SD,CHI,19,22,-3,0,0,-4,4,50,41
2015,9,CIN,CLE,31,10,21,1,1,-10.5,10.5,46,41
2015,9,IND,DEN,27,24,3,1,1,3,-3,45,51
2015,9,CAR,GB,37,29,8,1,1,2.5,-2.5,46.5,66
2015,9,TB,JAC,38,31,7,1,1,-3,3,42,69
2015,9,BUF,MIA,33,17,16,1,1,-3,3,44,50
2015,9,TB,NYG,18,32,-14,0,0,2.5,-2.5,47,50
2015,9,PIT,OAK,38,35,3,1,0,-5.5,5.5,48,73
2015,9,DAL,PHI,27,33,-6,0,0,3,-3,44.5,60
2015,9,NO,TEN,28,34,-6,0,0,-7.5,7.5,48,62
2015,9,NE,WAS,27,10,17,1,1,-14,14,52.5,37
2015,10,SEA,ARI,32,39,-7,0,0,-3,3,45,71
2015,10,NYJ,BUF,17,22,-5,0,0,-3,3,43,39
2015,10,TEN,CAR,10,27,-17,0,0,4,-4,42,37
2015,10,PIT,CLE,30,9,21,1,1,-4.5,4.5,41,39
2015,10,TB,DAL,10,6,4,1,1,-1,1,43,16
2015,10,GB,DET,16,18,-2,0,0,-13,13,47.5,34
2015,10,CIN,HOU,6,10,-4,0,0,-10.5,10.5,47,16
2015,10,NYJ,JAC,28,23,5,1,0,-7.5,7.5,43,51
2015,10,DEN,KC,13,29,-16,0,0,-7,7,42.5,42
2015,10,PHI,MIA,19,20,-1,0,0,-6.5,6.5,46.5,39
2015,10,OAK,MIN,14,30,-16,0,0,-3,3,43.5,44
2015,10,NYG,NE,26,27,-1,0,1,7.5,-7.5,55,53
2015,10,WAS,NO,47,14,33,1,1,0,0,51,61
2015,11,NE,BUF,20,13,7,1,0,-7.5,7.5,49,33
2015,11,ARI,CIN,34,31,3,1,0,-3.5,3.5,47,65
2015,11,MIA,DAL,14,24,-10,0,0,-1,1,46,38
2015,11,CHI,DEN,15,17,-2,0,0,2,-2,43,32
2015,11,MIN,GB,13,30,-17,0,0,-1,1,45,43
2015,11,ATL,IND,21,24,-3,0,0,-6,6,47.5,45
2015,11,SD,KC,3,33,-30,0,0,3,-3,45.5,36
2015,11,HOU,NYJ,24,17,7,1,1,3,-3,40,41
2015,11,DET,OAK,18,13,5,1,1,1,-1,47.5,31
2015,11,SEA,SF,29,13,16,1,1,-13,13,40.5,42
2015,11,PHI,TB,17,45,-28,0,0,-6,6,45.5,62
2015,11,CAR,WAS,44,16,28,1,1,-7.5,7.5,45.5,60
2015,12,SF,ARI,13,19,-6,0,1,10.5,-10.5,44.5,32
2015,12,CLE,BAL,27,33,-6,0,0,-1,1,41,60
2015,12,KC,BUF,30,22,8,1,1,-6,6,42,52
2015,12,DAL,CAR,14,33,-19,0,0,-1,1,46,47
2015,12,GB,CHI,13,17,-4,0,0,-8,8,47.5,30
2015,12,NYJ,MIA,38,20,18,1,1,-4,4,42.5,58
2015,12,ATL,MIN,10,20,-10,0,0,-2.5,2.5,46,30
2015,12,DEN,NE,30,24,6,1,1,3.5,-3.5,45,54
2015,12,HOU,NO,24,6,18,1,1,-3,3,48,30
2015,12,WAS,NYG,20,14,6,1,1,1,-1,46.5,34
2015,12,TEN,OAK,21,24,-3,0,0,2,-2,44,45
2015,12,DET,PHI,45,14,31,1,1,1,-1,46,59
2015,12,SEA,PIT,39,30,9,1,1,-5.5,5.5,44.5,69
2015,12,JAC,SD,25,31,-6,0,0,-4,4,46.5,56
2015,12,IND,TB,25,12,13,1,1,-3,3,46.5,37
2015,13,TB,ATL,23,19,4,1,1,-2.5,2.5,45.5,42
2015,13,MIA,BAL,15,13,2,1,0,-4.5,4.5,43.5,28
2015,13,NO,CAR,38,41,-3,0,1,6.5,-6.5,49.5,79
2015,13,CLE,CIN,3,37,-34,0,0,10,-10,43.5,40
2015,13,WAS,DAL,16,19,-3,0,0,-4,4,42,35
2015,13,SD,DEN,3,17,-14,0,0,4,-4,43,20
2015,13,DET,GB,23,27,-4,0,1,5,-5,47.5,50
2015,13,BUF,HOU,30,21,9,1,1,-3.5,3.5,41.5,51
2015,13,PIT,IND,45,10,35,1,1,-7,7,47.5,55
2015,13,OAK,KC,20,34,-14,0,0,3,-3,44.5,54
2015,13,NYG,NYJ,20,23,-3,0,0,1,-1,45,43
2015,13,NE,PHI,28,35,-7,0,0,-10,10,48.5,63
2015,13,MIN,SEA,7,38,-31,0,0,1,-1,42,45
2015,13,CHI,SF,20,26,-6,0,0,-7,7,41.5,46
2015,13,JAC,TEN,19,13,6,1,1,-3,3,44.5,32
2015,14,CAR,ATL,38,0,38,1,1,-7.5,7.5,47,38
2015,14,PHI,BUF,23,20,3,1,1,-2,2,46.5,43
2015,14,GB,DAL,28,7,21,1,1,-7.5,7.5,43,35
2015,14,JAC,IND,51,16,35,1,1,1,-1,45,67
2015,14,BAL,JAC,20,22,-2,0,0,-6.5,6.5,48,42
2015,14,ARI,MIN,23,20,3,1,0,-7.5,7.5,45,43
2015,14,HOU,NE,6,27,-21,0,0,3.5,-3.5,45,33
2015,14,TB,NO,17,24,-7,0,0,-3.5,3.5,51,41
2015,14,MIA,NYG,24,31,-7,0,0,-2,2,46.5,55
2015,14,DEN,OAK,12,15,-3,0,0,-7.5,7.5,43.5,27
2015,14,CIN,PIT,20,33,-13,0,0,-3,3,47.5,53
2015,14,KC,SD,10,3,7,1,0,-10.5,10.5,46.5,13
2015,14,BAL,SEA,6,35,-29,0,0,10.5,-10.5,43,41
2015,14,CLE,SF,24,10,14,1,1,-1.5,1.5,40.5,34
2015,14,NYJ,TEN,30,8,22,1,1,-7.5,7.5,43.5,38
2015,14,CHI,WAS,21,24,-3,0,0,-3.5,3.5,43.5,45
2015,15,PHI,ARI,17,40,-23,0,0,3.5,-3.5,50.5,57
2015,15,JAC,ATL,17,23,-6,0,0,-3,3,48,40
2015,15,WAS,BUF,35,25,10,1,1,1,-1,44,60
2015,15,NYG,CAR,35,38,-3,0,1,4,-4,48,73
2015,15,MIN,CHI,38,17,21,1,1,-5,5,43,55
2015,15,SF,CIN,14,24,-10,0,0,4.5,-4.5,42,38
2015,15,SEA,CLE,30,13,17,1,1,-14.5,14.5,43,43
2015,15,PIT,DEN,34,27,7,1,1,-6,6,45,61
2015,15,NO,DET,27,35,-8,0,0,-3,3,50,62
2015,15,OAK,GB,20,30,-10,0,0,3,-3,45.5,50
2015,15,IND,HOU,10,16,-6,0,0,0,0,41,26
2015,15,BAL,KC,14,34,-20,0,0,7,-7,43,48
2015,15,SD,MIA,30,14,16,1,1,-1.5,1.5,44.5,44
2015,15,DAL,NYJ,16,19,-3,0,0,3,-3,42,35
2015,15,NE,TEN,33,16,17,1,1,-13.5,13.5,46.5,49
2015,16,ATL,CAR,20,13,7,1,1,7,-7,47,33
2015,16,TB,CHI,21,26,-5,0,0,-3,3,45.5,47
2015,16,DEN,CIN,20,17,3,1,0,-3.5,3.5,42,37
2015,16,KC,CLE,17,13,4,1,0,-12.5,12.5,43,30
2015,16,BUF,DAL,16,6,10,1,1,-6,6,43.5,22
2015,16,ARI,GB,38,8,30,1,1,-4.5,4.5,49.5,46
2015,16,TEN,HOU,6,34,-28,0,0,4.5,-4.5,42,40
2015,16,MIA,IND,12,18,-6,0,0,-1.5,1.5,44,30
2015,16,NO,JAC,38,27,11,1,1,-3.5,3.5,51.5,65
2015,16,TEN,JAC,42,39,3,1,1,-2.5,2.5,43,81
2015,16,NYJ,NE,26,20,6,1,1,3,-3,46,46
2015,16,MIN,NYG,49,17,32,1,1,-6.5,6.5,46,66
2015,16,BAL,PIT,20,17,3,1,1,10.5,-10.5,47.5,37
2015,16,OAK,SD,23,20,3,1,0,-4.5,4.5,46.5,43
2015,16,DET,SF,32,17,15,1,1,-8,8,43,49
2015,16,PHI,WAS,24,38,-14,0,0,-3.5,3.5,48,62
2015,17,CIN,BAL,24,16,8,1,1,-7.5,7.5,43,40
2015,17,CHI,DET,20,24,-4,0,0,-1.5,1.5,45,44
2015,17,GB,MIN,13,20,-7,0,0,-3,3,47.5,33
2015,17,MIA,NE,20,10,10,1,1,10.5,-10.5,47,30
2015,17,ATL,NO,17,20,-3,0,0,-4,4,53,37
2015,17,BUF,NYJ,22,17,5,1,1,1.5,-1.5,43,39
2015,17,KC,OAK,23,17,6,1,0,-7,7,44,40
2015,17,NYG,PHI,30,35,-5,0,0,-3.5,3.5,51.5,65
2015,17,CLE,PIT,12,28,-16,0,0,10,-10,47,40
2015,17,DEN,SD,27,20,7,1,0,-7.5,7.5,41,47
2015,17,ARI,SEA,6,36,-30,0,0,-3.5,3.5,47.5,42
2015,17,CAR,TB,38,10,28,1,1,-10.5,10.5,47,48
2015,17,IND,TEN,30,24,6,1,1,-3.5,3.5,39.5,54
2015,17,DAL,WAS,23,34,-11,0,0,-3.5,3.5,39.5,57
2016,1,BAL,BUF,13,7,6,1,1,-3,3,44.5,20
2016,1,DEN,CAR,21,20,1,1,1,3,-3,42,41
2016,1,HOU,CHI,23,14,9,1,1,-5.5,5.5,44,37
2016,1,NYJ,CIN,22,23,-1,0,1,2,-2,41.5,45
2016,1,PHI,CLE,29,10,19,1,1,-5.5,5.5,43,39
2016,1,IND,DET,35,39,-4,0,0,-3.5,3.5,51.5,74
2016,1,JAC,GB,23,27,-4,0,0,4,-4,48,50
2016,1,SF,LARM,28,0,28,1,1,2.5,-2.5,44,28
2016,1,SEA,MIA,12,10,2,1,0,-10.5,10.5,44,22
2016,1,TEN,MIN,16,25,-9,0,0,0,0,41,41
2016,1,ARI,NE,21,23,-2,0,0,-5.5,5.5,47.5,44
2016,1,DAL,NYG,19,20,-1,0,0,0,0,46.5,39
2016,1,NO,OAK,34,35,-1,0,0,-1,1,51,69
2016,1,WAS,PIT,16,38,-22,0,0,3,-3,50,54
2016,1,KC,SD,33,27,6,1,0,-7,7,44.5,60
2016,1,ATL,TB,24,31,-7,0,0,-3,3,47.5,55
2016,2,OAK,ATL,28,35,-7,0,0,-5.5,5.5,48,63
2016,2,CLE,BAL,20,25,-5,0,0,4.5,-4.5,43.5,45
2016,2,PIT,CIN,24,16,8,1,1,-3,3,48.5,40
2016,2,WAS,DAL,23,27,-4,0,0,-2.5,2.5,46.5,50
2016,2,MIN,GB,17,14,3,1,1,2,-2,44.5,31
2016,2,DEN,IND,34,20,14,1,1,-4.5,4.5,45,54
2016,2,SD,JAC,38,14,24,1,1,-2.5,2.5,47.5,52
2016,2,HOU,KC,19,12,7,1,1,-2,2,43.5,31
2016,2,NE,MIA,31,24,7,1,1,-5.5,5.5,42.5,55
2016,2,NYG,NO,16,13,3,1,0,-5,5,51.5,29
2016,2,BUF,NYJ,31,37,-6,0,0,-3,3,42.5,68
2016,2,CHI,PHI,14,29,-15,0,0,-2.5,2.5,42.5,43
2016,2,LARM,SEA,9,3,6,1,1,7,-7,38.5,12
2016,2,CAR,SF,46,27,19,1,1,-13,13,44.5,73
2016,2,ARI,TB,40,7,33,1,1,-7,7,50,47
2016,2,DET,TEN,15,16,-1,0,0,-5.5,5.5,46.5,31
2016,3,BUF,ARI,33,18,15,1,1,4,-4,47,51
2016,3,NO,ATL,32,45,-13,0,0,-3,3,53.5,77
2016,3,JAC,BAL,17,19,-2,0,0,0,0,47.5,36
2016,3,DAL,CHI,31,17,14,1,1,-5.5,5.5,45,48
2016,3,MIA,CLE,30,24,6,1,0,-7,7,41.5,54
2016,3,CIN,DEN,17,29,-12,0,0,-3.5,3.5,41,46
2016,3,GB,DET,34,27,7,1,0,-8.5,8.5,48,61
2016,3,NE,HOU,27,0,27,1,1,0,0,40.5,27
2016,3,TB,LARM,32,37,-5,0,0,-4,4,42,69
2016,3,CAR,MIN,10,22,-12,0,0,-7.5,7.5,43,32
2016,3,KC,NYJ,24,3,21,1,1,-3,3,43.5,27
2016,3,TEN,OAK,10,17,-7,0,0,0,0,47,27
2016,3,PHI,PIT,34,3,31,1,1,4,-4,46,37
2016,3,IND,SD,26,22,4,1,1,-2.5,2.5,50.5,48
2016,3,SEA,SF,37,18,19,1,1,-10,10,40.5,55
2016,3,NYG,WAS,27,29,-2,0,0,-4,4,46.5,56
2016,4,NE,BUF,0,16,-16,0,0,-7.5,7.5,44.5,16
2016,4,ATL,CAR,48,33,15,1,1,3.5,-3.5,50,81
2016,4,WAS,CLE,31,20,11,1,1,-10,10,45.5,51
2016,4,SF,DAL,17,24,-7,0,0,3,-3,46,41
2016,4,TB,DEN,7,27,-20,0,0,3,-3,44.5,34
2016,4,CHI,DET,17,14,3,1,1,3,-3,46,31
2016,4,JAC,IND,30,27,3,1,1,2,-2,49.5,57
2016,4,PIT,KC,43,14,29,1,1,-5,5,47.5,57
2016,4,ARI,LARM,13,17,-4,0,0,-8.5,8.5,43.5,30
2016,4,CIN,MIA,22,7,15,1,1,-7,7,44.5,29
2016,4,SD,NO,34,35,-1,0,0,-4.5,4.5,53.5,69
2016,4,MIN,NYG,24,10,14,1,1,-3.5,3.5,43.5,34
2016,4,BAL,OAK,27,28,-1,0,0,-3.5,3.5,46.5,55
2016,4,NYJ,SEA,17,27,-10,0,0,2.5,-2.5,41.5,44
2016,4,HOU,TEN,27,20,7,1,1,-6.5,6.5,40.5,47
2016,5,SF,ARI,21,33,-12,0,0,2.5,-2.5,42.5,54
2016,5,DEN,ATL,16,23,-7,0,0,-4.5,4.5,47,39
2016,5,LARM,BUF,19,30,-11,0,0,-2.5,2.5,40,49
2016,5,IND,CHI,29,23,6,1,1,-4.5,4.5,47.5,52
2016,5,DAL,CIN,28,14,14,1,1,0,0,45,42
2016,5,MIN,HOU,31,13,18,1,1,-6.5,6.5,40,44
2016,5,CLE,NE,13,33,-20,0,0,10.5,-10.5,46.5,46
2016,5,GB,NYG,23,16,7,1,0,-7.5,7.5,48,39
2016,5,PIT,NYJ,31,13,18,1,1,-7.5,7.5,48.5,44
2016,5,DET,PHI,24,23,1,1,1,2.5,-2.5,46,47
2016,5,OAK,SD,34,31,3,1,0,-4,4,51.5,65
2016,5,CAR,TB,14,17,-3,0,0,-4.5,4.5,45.5,31
2016,5,MIA,TEN,17,30,-13,0,0,-3.5,3.5,43.5,47
2016,5,BAL,WAS,10,16,-6,0,0,-3.5,3.5,46.5,26
2016,6,SEA,ATL,26,24,2,1,0,-6,6,45.5,50
2016,6,NYG,BAL,27,23,4,1,1,-3,3,43.5,50
2016,6,NO,CAR,41,38,3,1,1,3,-3,53,79
2016,6,NE,CIN,35,17,18,1,1,-8,8,47,52
2016,6,TEN,CLE,28,26,2,1,0,-7,7,44,54
2016,6,GB,DAL,16,30,-14,0,0,-4,4,46.5,46
2016,6,SD,DEN,21,13,8,1,1,2.5,-2.5,45.5,34
2016,6,HOU,IND,26,23,3,1,0,-3.5,3.5,46,49
2016,6,CHI,JAC,16,17,-1,0,0,-2,2,47,33
2016,6,OAK,KC,10,26,-16,0,0,-2,2,46.5,36
2016,6,DET,LARM,31,28,3,1,0,-3,3,44,59
2016,6,ARI,NYJ,28,3,25,1,1,-7.5,7.5,46,31
2016,6,WAS,PHI,27,20,7,1,1,2,-2,44.5,47
2016,6,MIA,PIT,30,15,15,1,1,7.5,-7.5,48,45
2016,6,BUF,SF,45,16,29,1,1,-7.5,7.5,44,61
2016,7,NYJ,BAL,24,16,8,1,1,-1,1,41.5,40
2016,7,MIA,BUF,28,25,3,1,1,2.5,-2.5,44,53
2016,7,GB,CHI,26,10,16,1,1,-9,9,47,36
2016,7,CIN,CLE,31,17,14,1,1,-10,10,45.5,48
2016,7,DEN,HOU,27,9,18,1,1,-7.5,7.5,40.5,36
2016,7,TEN,IND,26,34,-8,0,0,-2.5,2.5,48.5,60
2016,7,PHI,MIN,21,10,11,1,1,2,-2,40,31
2016,7,PIT,NE,16,27,-11,0,0,7.5,-7.5,45.5,43
2016,7,KC,NO,27,21,6,1,0,-7,7,50,48
2016,7,LARM,NYG,10,17,-7,0,0,2.5,-2.5,43.5,27
2016,7,JAC,OAK,16,33,-17,0,0,-1.5,1.5,48.5,49
2016,7,ATL,SD,30,33,-3,0,0,-6.5,6.5,50.5,63
2016,7,ARI,SEA,6,6,0,0,0,-2,2,43.5,12
2016,7,SF,TB,17,34,-17,0,0,2,-2,47,51
2016,7,DET,WAS,20,17,3,1,1,-1,1,48.5,37
2016,8,CAR,ARI,30,20,10,1,1,-2.5,2.5,48,50
2016,8,HOU,DET,20,13,7,1,1,-2.5,2.5,45,33
2016,8,ATL,GB,33,32,1,1,0,-2.5,2.5,52.5,65
2016,8,TEN,JAC,36,22,14,1,1,-3.5,3.5,46,58
2016,8,IND,KC,14,30,-16,0,0,2.5,-2.5,49.5,44
2016,8,CHI,MIN,20,10,10,1,1,5,-5,41,30
2016,8,BUF,NE,25,41,-16,0,0,5,-5,47.5,66
2016,8,CLE,NYJ,28,31,-3,0,0,3,-3,43.5,59
2016,8,TB,OAK,24,30,-6,0,0,-1,1,49,54
2016,8,DAL,PHI,29,23,6,1,1,-4.5,4.5,43.5,52
2016,8,DEN,SD,27,19,8,1,1,-5.5,5.5,43.5,46
2016,8,NO,SEA,25,20,5,1,1,3.5,-3.5,47.5,45
2016,8,CIN,WAS,27,27,0,0,0,-2.5,2.5,46.5,54
2016,9,TB,ATL,28,43,-15,0,0,3,-3,51.5,71
2016,9,SEA,BUF,31,25,6,1,0,-7,7,44,56
2016,9,LARM,CAR,10,13,-3,0,0,2.5,-2.5,45.5,23
2016,9,CLE,DAL,10,35,-25,0,0,7.5,-7.5,47,45
2016,9,OAK,DEN,30,20,10,1,1,-2.5,2.5,44.5,50
2016,9,MIN,DET,16,22,-6,0,0,-6,6,41,38
2016,9,GB,IND,26,31,-5,0,0,-7,7,53,57
2016,9,KC,JAC,19,14,5,1,0,-7.5,7.5,45,33
2016,9,SF,NO,23,41,-18,0,0,3,-3,51,64
